param	date	value	month	season	fraction	measurement	metabolite_class
outflow conductivity_pcparams	2011-07-01	0.8553978627958742	07	Summer	online	pcparams	conductivity
proline_ratio	2011-07-01	-0.3361073670280465	07	Summer	ratio	ratio	amino acid
putrescine_bp	2011-07-01	-0.45915726480882296	07	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-07-01	-0.40166076355273844	07	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-07-01	-0.39001875702323185	07	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-07-01	-0.32801670231172503	07	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-07-01	-0.3722182127567289	07	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-07-08	-0.5103106054788346	07	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-07-08	-0.3848289696650288	07	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-07-08	-0.608651924484997	07	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-07-08	-0.3496058764564593	07	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-07-08	-0.574643565441804	07	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-07-08	NA	07	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-07-08	-0.3373024682120554	07	Summer	extracellular	snp	lipid related
alanine_bp	2011-07-08	-0.9288633045020838	07	Summer	intracellular	bp	amino acid
alanine_sp	2011-07-08	-0.7605756155428824	07	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-07-08	-0.5677800429686145	07	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-07-08	1.2896729605895454	07	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-07-08	-0.25036768189616854	07	Summer	online	pcparams	pH
cellobiose_sp	2011-07-08	-0.09698325200890306	07	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-07-08	-0.14384730633434736	07	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-07-08	-0.3643639561227143	07	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-07-08	-0.41969890888388983	07	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-07-08	3.6485707448379356	07	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-07-08	0.26725838114822287	07	Summer	ratio	ratio	lipid related
glycerol_bp	2011-07-08	-0.2851850354543005	07	Summer	intracellular	bp	lipid related
glycerol_sp	2011-07-08	-0.4524891947712242	07	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-07-08	-0.5049947679229869	07	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-07-08	-0.31307898684766444	07	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-07-08	-0.38124491537777705	07	Summer	extracellular	snp	lipid related
lactose_ratio	2011-07-08	-0.4242011195230326	07	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-07-08	-0.1603445052878218	07	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-07-08	-0.5862963912275267	07	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-07-08	-0.8571242515515632	07	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-07-08	-0.53791500044437	07	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-07-08	-0.4048265875998741	07	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-07-08	-0.6781744106684652	07	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-07-08	-0.3631671233354337	07	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-07-08	-0.34220034274427474	07	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-07-08	-0.34628747052895625	07	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-07-08	1.223940444622218	07	Summer	online	pcparams	conductivity
proline_ratio	2011-07-08	-0.2407648944831355	07	Summer	ratio	ratio	amino acid
putrescine_bp	2011-07-08	-0.36955880153648113	07	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-07-08	-0.37964251680706623	07	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-07-08	-0.7297465069793025	07	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-07-08	-0.6439795647191155	07	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-07-08	-0.554485596204859	07	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-08-05	-0.473752938996807	08	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-08-05	-0.3848289696650288	08	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-08-05	-0.5513065364084484	08	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-08-05	-0.3558250664049707	08	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-08-05	-0.5874238091633711	08	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-08-05	NA	08	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-08-05	-0.3373024682120554	08	Summer	extracellular	snp	lipid related
alanine_bp	2011-08-05	-0.5097165201431173	08	Summer	intracellular	bp	amino acid
alanine_sp	2011-08-05	-0.25365778549995377	08	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-08-05	-0.4538060595336954	08	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-08-05	2.731337820719422	08	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-08-05	-1.4288692154892977	08	Summer	online	pcparams	pH
cellobiose_sp	2011-08-05	-0.07875228566695396	08	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-08-05	4.948768295874764	08	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-08-05	-0.6831245503073142	08	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-08-05	-0.2985641805458492	08	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-08-05	0.24939323735559207	08	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-08-05	-0.39191675785541247	08	Summer	ratio	ratio	lipid related
glycerol_bp	2011-08-05	-0.3394314214496533	08	Summer	intracellular	bp	lipid related
glycerol_sp	2011-08-05	-0.4706410164552364	08	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-08-05	0.03645165542309783	08	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-08-05	-0.4650210668347164	08	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-08-05	-0.5001219654323441	08	Summer	extracellular	snp	lipid related
lactose_ratio	2011-08-05	-0.42475371942973816	08	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-08-05	-0.1357478086809317	08	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-08-05	-0.2614170312797618	08	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-08-05	-0.792627455538512	08	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-08-05	-0.43687281047481596	08	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-08-05	-0.39593885202340656	08	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-08-05	1.2990266121425365	08	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-08-05	-0.3672127456909434	08	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-08-05	-0.4344922429718685	08	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-08-05	-0.375197771071213	08	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-08-05	0.36245609338032664	08	Summer	online	pcparams	conductivity
proline_ratio	2011-08-05	-0.38378620161994675	08	Summer	ratio	ratio	amino acid
putrescine_bp	2011-08-05	-0.4488492469461092	08	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-08-05	-0.4012344429414572	08	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-08-05	-0.2738812914923846	08	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-08-05	1.8577326979095699	08	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-08-05	-0.3663476093930995	08	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-08-11	-0.5715828303528291	08	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-08-11	-0.3848289696650288	08	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-08-11	-0.6297588130498294	08	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-08-11	-0.3558250664049707	08	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-08-11	-0.5858323988830695	08	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-08-11	NA	08	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-08-11	-0.3373024682120554	08	Summer	extracellular	snp	lipid related
alanine_bp	2011-08-11	-0.8245971258233579	08	Summer	intracellular	bp	amino acid
alanine_sp	2011-08-11	-0.9551542797575027	08	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-08-11	-0.5357400374404776	08	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-08-11	3.584633156755637	08	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-08-11	-1.1696575785618417	08	Summer	online	pcparams	pH
cellobiose_sp	2011-08-11	-0.40946839936969875	08	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-08-11	0.3566123524081857	08	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-08-11	-0.6080644846323864	08	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-08-11	-0.05925543944744922	08	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-08-11	-0.4388566236916043	08	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-08-11	4.031948147254034	08	Summer	ratio	ratio	lipid related
glycerol_bp	2011-08-11	-0.4303798921037525	08	Summer	intracellular	bp	lipid related
glycerol_sp	2011-08-11	-0.5476511566076404	08	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-08-11	2.2727975690213627	08	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-08-11	-0.44288190949054723	08	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-08-11	-0.5001219654323441	08	Summer	extracellular	snp	lipid related
lactose_ratio	2011-08-11	-0.3238563857071621	08	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-08-11	-0.3833849775747053	08	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-08-11	1.6415370539801295	08	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-08-11	-0.7827942076953414	08	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-08-11	-0.6433335737314612	08	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-08-11	-0.4339712798769497	08	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-08-11	2.1440640703844522	08	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-08-11	-0.3718170499686349	08	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-08-11	-0.4344922429718685	08	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-08-11	-0.3796101871910677	08	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-08-11	0.840583050348766	08	Summer	online	pcparams	conductivity
proline_ratio	2011-08-11	-0.47968994540873294	08	Summer	ratio	ratio	amino acid
putrescine_bp	2011-08-11	-0.5242566635482977	08	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-08-11	-0.4880817485084374	08	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-08-11	-0.3452714897734078	08	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-08-11	0.037699198378280875	08	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-08-11	-0.4442558326828325	08	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-08-19	-0.6101243219113248	08	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-08-19	-0.3848289696650288	08	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-08-19	-0.5975236775984765	08	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-08-19	-0.3558250664049707	08	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-08-19	-0.5380995689187548	08	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-08-19	NA	08	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-08-19	-0.3373024682120554	08	Summer	extracellular	snp	lipid related
alanine_bp	2011-08-19	-1.3610499541878418	08	Summer	intracellular	bp	amino acid
alanine_sp	2011-08-19	-1.10199371668301	08	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-08-19	-0.23245490218709675	08	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-08-19	2.9260835647772723	08	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-08-19	-0.3400110782493708	08	Summer	online	pcparams	pH
cellobiose_sp	2011-08-19	-0.24588594574420952	08	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-08-19	0.01896020044882578	08	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-08-19	-0.6312245176597894	08	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-08-19	-0.2069598222985291	08	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-08-19	-0.17946170918231555	08	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-08-19	0.7466695915480063	08	Summer	ratio	ratio	lipid related
glycerol_bp	2011-08-19	-0.4345025430696797	08	Summer	intracellular	bp	lipid related
glycerol_sp	2011-08-19	-0.5016040878573486	08	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-08-19	NA	08	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-08-19	-0.4882440130046116	08	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-08-19	-0.5001219654323441	08	Summer	extracellular	snp	lipid related
lactose_ratio	2011-08-19	-0.23902449190573993	08	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-08-19	-0.23285945801628194	08	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-08-19	0.02303729241714666	08	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-08-19	-0.8016023170485876	08	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-08-19	-0.2581254471547723	08	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-08-19	-0.3930113741643888	08	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-08-19	0.022417077282441723	08	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-08-19	-0.37334049342922665	08	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-08-19	-0.4344922429718685	08	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-08-19	-0.36804275266261294	08	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-08-19	2.0557344519909404	08	Summer	online	pcparams	conductivity
proline_ratio	2011-08-19	-0.13482111278036507	08	Summer	ratio	ratio	amino acid
putrescine_bp	2011-08-19	-0.6571786983481553	08	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-08-19	-0.306001237062273	08	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-08-19	-0.22946285199114158	08	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-08-19	5.737870933982924	08	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-08-19	-0.247352290328416	08	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-08-29	-0.596830421248231	08	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-08-29	-0.3848289696650288	08	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-08-29	-0.600193381233677	08	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-08-29	-0.32655128307203724	08	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-08-29	-0.5399699431071052	08	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-08-29	0.03535645578160427	08	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-08-29	-0.32884557721558205	08	Summer	extracellular	snp	lipid related
alanine_bp	2011-08-29	-1.0021179532150253	08	Summer	intracellular	bp	amino acid
alanine_sp	2011-08-29	-1.5718604784899095	08	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-08-29	0.8791818123380036	08	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-08-29	-0.5408785220651123	08	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-08-29	-1.111981944368052	08	Summer	online	pcparams	pH
cellobiose_sp	2011-08-29	-0.4783689699692392	08	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-08-29	-0.46664476264958027	08	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-08-29	-0.40443163759862216	08	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-08-29	0.6050655239587687	08	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-08-29	-0.3664356683518271	08	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-08-29	0.2740079922055041	08	Summer	ratio	ratio	lipid related
glycerol_bp	2011-08-29	-0.4076318600263736	08	Summer	intracellular	bp	lipid related
glycerol_sp	2011-08-29	-0.5192888146488985	08	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-08-29	-0.4561852600683089	08	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-08-29	-0.21058436844554196	08	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-08-29	-0.36371622155978184	08	Summer	extracellular	snp	lipid related
lactose_ratio	2011-08-29	-0.38525750580945184	08	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-08-29	-0.3892436414556586	08	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-08-29	2.036792969695208	08	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-08-29	-0.6711388338677364	08	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-08-29	-0.49145261612377367	08	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-08-29	-0.21881643021971806	08	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-08-29	-1.0514914635794237	08	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-08-29	-0.32311949062786155	08	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-08-29	-0.22789269959313768	08	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-08-29	-0.29363874487275765	08	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-08-29	-0.05073316149623122	08	Summer	online	pcparams	conductivity
proline_ratio	2011-08-29	-0.31181382829274396	08	Summer	ratio	ratio	amino acid
putrescine_bp	2011-08-29	-0.5601758320485372	08	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-08-29	-0.45062866434309334	08	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-08-29	-0.1031241756975449	08	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-08-29	5.2223612250058915	08	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-08-29	1.5332069530054113	08	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-09-05	-0.4548101725461651	09	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-09-05	-0.3848289696650288	09	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-09-05	-0.5676034980419782	09	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-09-05	-0.3558250664049707	09	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-09-05	-0.485848135099382	09	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-09-05	NA	09	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-09-05	-0.3373024682120554	09	Summer	extracellular	snp	lipid related
alanine_bp	2011-09-05	0.051091920343208315	09	Summer	intracellular	bp	amino acid
alanine_sp	2011-09-05	0.19398321766557244	09	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-09-05	-0.37992147919593394	09	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-09-05	-0.3900881560585094	09	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-09-05	-0.6544435642680271	09	Summer	online	pcparams	pH
cellobiose_sp	2011-09-05	0.21159507437832378	09	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-09-05	1.303868758040645	09	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-09-05	-0.571747320131231	09	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-09-05	-0.6219770450992491	09	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-09-05	-0.30769155057408554	09	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-09-05	-0.1527490482728475	09	Summer	ratio	ratio	lipid related
glycerol_bp	2011-09-05	-0.172867676556428	09	Summer	intracellular	bp	lipid related
glycerol_sp	2011-09-05	-0.251708403329958	09	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-09-05	0.18134576993210297	09	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-09-05	-0.4674662509122446	09	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-09-05	-0.5001219654323441	09	Summer	extracellular	snp	lipid related
lactose_ratio	2011-09-05	-0.3608934386275352	09	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-09-05	0.08325629838338083	09	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-09-05	-0.2362257551671143	09	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-09-05	0.19148111512006358	09	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-09-05	-0.5209113758038237	09	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-09-05	0.28148164565790823	09	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-09-05	-0.7379580732987616	09	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-09-05	-0.36518966278422205	09	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-09-05	-0.4344922429718685	09	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-09-05	-0.3715571349817165	09	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-09-05	1.9920936768812387	09	Summer	online	pcparams	conductivity
proline_ratio	2011-09-05	-0.639725137793159	09	Summer	ratio	ratio	amino acid
putrescine_bp	2011-09-05	-0.5090701779282623	09	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-09-05	-0.708168162727324	09	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-09-05	-0.5928106683377168	09	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-09-05	0.0504797989887201	09	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-09-05	-0.5276370242978008	09	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-09-12	-0.4899467399423184	09	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-09-12	-0.3848289696650288	09	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-09-12	-0.5155419627923377	09	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-09-12	-0.33762315584772107	09	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-09-12	-0.475372197518205	09	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-09-12	NA	09	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-09-12	-0.3373024682120554	09	Summer	extracellular	snp	lipid related
alanine_bp	2011-09-12	-0.9968593136768712	09	Summer	intracellular	bp	amino acid
alanine_sp	2011-09-12	-0.4968321441998959	09	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-09-12	-0.3703508630048117	09	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-09-12	-0.21962378679577588	09	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-09-12	-1.125282347837515	09	Summer	online	pcparams	pH
cellobiose_sp	2011-09-12	0.09624378253504973	09	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-09-12	-0.004563868562252007	09	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-09-12	-0.4874851888739235	09	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-09-12	-0.38470097212750687	09	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-09-12	-0.39515817191329744	09	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-09-12	-0.14197908203308626	09	Summer	ratio	ratio	lipid related
glycerol_bp	2011-09-12	-0.4182656978100733	09	Summer	intracellular	bp	lipid related
glycerol_sp	2011-09-12	-0.3078350690767353	09	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-09-12	0.2179071840273836	09	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-09-12	-0.4241222781848469	09	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-09-12	-0.48086223934462746	09	Summer	extracellular	snp	lipid related
lactose_ratio	2011-09-12	-0.46279888923698664	09	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-09-12	-0.022260997981828328	09	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-09-12	1.4985820936417737	09	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-09-12	-0.6252976270932397	09	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-09-12	-0.5236217982405104	09	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-09-12	0.04332986539956847	09	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-09-12	-0.7247741613334252	09	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-09-12	-0.3584332262395234	09	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-09-12	-0.3704561028599304	09	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-09-12	-0.3645227758903718	09	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-09-12	-0.7267884088169748	09	Summer	online	pcparams	conductivity
proline_ratio	2011-09-12	-0.4322544850244677	09	Summer	ratio	ratio	amino acid
putrescine_bp	2011-09-12	-0.3841367721938711	09	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-09-12	-0.4504073754166658	09	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-09-12	-0.4331817547899383	09	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-09-12	-0.10984886398421922	09	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-09-12	-0.45633776988848856	09	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-09-19	-0.5100671607295593	09	Fall	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-09-19	-0.3848289696650288	09	Fall	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-09-19	-0.5943845918372559	09	Fall	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-09-19	-0.3396533931725233	09	Fall	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-09-19	-0.5352131354503016	09	Fall	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-09-19	NA	09	Fall	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-09-19	-0.3373024682120554	09	Fall	extracellular	snp	lipid related
alanine_bp	2011-09-19	-1.714237130572173	09	Fall	intracellular	bp	amino acid
alanine_sp	2011-09-19	-1.5667011431983418	09	Fall	extracellular	sp	amino acid
aspartic acid_ratio	2011-09-19	-0.2731064804797064	09	Fall	ratio	ratio	amino acid
